"Accession","gene","protein_desc","protein_id","location","rep","strain","time","area","total_area","n_area","tabasco_id","class","Ribosome","coli Pol","coli Pol-P","coli Pol-2.0","coli Pol-P-2.0","sim_count","sim_count2"
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-46",300,1.23058e+08,1.26928e+11,0.000969507,"gp1.6",2,2.6,0,346.05,0,1258.27,1005.03,248.38
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-46",300,6.30731e+07,1.26928e+11,0.000496919,"gp1.7",2,2.6,0,346.05,0,1258.27,1358.69,334.26
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-46",300,1.6215e+07,1.26928e+11,0.000127749,"gp1.8",2,2.6,0,346.05,0,1258.27,1371.97,334.07
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-46",300,132699,1.26928e+11,1.04546e-06,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-46",300,4.39868e+08,1.26928e+11,0.00346548,"gp2.5",2,2.6,0,346.05,0,1258.27,1423.25,349.29
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-46",300,1.04978e+07,1.26928e+11,8.27061e-05,"gp2.8",2,2.6,0,346.05,0,1258.27,1378.66,337.1
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-46",300,2.94373e+07,1.26928e+11,0.00023192,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-46",300,6.5782e+07,1.26928e+11,0.000518261,"gp3.5",2,2.6,0,346.05,0,1258.27,14.69,8.79
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-46",300,1.70897e+07,1.26928e+11,0.000134641,"gp3.8",2,2.6,0,346.05,0,1258.27,1445.1,346.97
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-46",300,2.72393e+07,1.26928e+11,0.000214604,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-46",300,NA,1.26928e+11,NA,"gp4.2",2,2.6,0,346.05,0,1258.27,1312.35,323.2
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-46",300,1.77008e+07,1.26928e+11,0.000139455,"gp4.3",2,2.6,0,346.05,0,1258.27,1129.44,278.33
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-46",300,9.32965e+07,1.26928e+11,0.000735032,"gp4.5",2,2.6,0,346.05,0,1258.27,1276.09,314.06
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-46",300,1.15637e+08,1.26928e+11,0.000911038,"gp4.7",2,2.6,0,346.05,0,1258.27,1129.97,283.74
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-46",300,7.79793e+07,1.26928e+11,0.000614356,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-46",300,NA,1.26928e+11,NA,"gp5.3",2,2.6,0,346.05,0,1258.27,913.93,228.07
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-46",300,6.4758e+07,1.26928e+11,0.000510193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-46",300,4.12495e+07,1.26928e+11,0.000324983,"gp5.9",2,2.6,0,346.05,0,1258.27,865.69,214.81
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-46",300,3.9837e+07,1.26928e+11,0.000313854,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-46",300,5.32699e+07,1.26928e+11,0.000419684,"gp6.5",3,2.6,0,346.05,0,1258.27,827.94,222.37
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-46",300,NA,1.26928e+11,NA,"gp6.7",3,2.6,0,346.05,0,1258.27,785.29,211.93
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-46",300,7.09543e+06,1.26928e+11,5.5901e-05,"gp7",3,2.6,0,346.05,0,1258.27,706.76,191.4
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-46",300,4.42587e+07,1.26928e+11,0.00034869,"gp7.3",3,2.6,0,346.05,0,1258.27,690.5,184.44
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-46",300,2.024e+07,1.26928e+11,0.00015946,"gp7.7",3,2.6,0,346.05,0,1258.27,627.14,169.49
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-46",300,5.4597e+07,1.26928e+11,0.00043014,"gp8",3,2.6,0,346.05,0,1258.27,235.98,64.6
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-46",300,1.2603e+08,1.26928e+11,0.000992919,"gp9",3,2.6,0,346.05,0,1258.27,312.82,90.82
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-46",300,4.71529e+08,1.26928e+11,0.00371492,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-46",300,4.71529e+08,1.26928e+11,0.00371492,"gp10A",3,2.6,0,346.05,0,1258.27,226.94,70.97
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-46",300,6.22094e+06,1.26928e+11,4.90114e-05,"gp11",3,2.6,0,346.05,0,1258.27,50.71,15.25
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-46",300,2.35138e+07,1.26928e+11,0.000185252,"gp12",3,2.6,0,346.05,0,1258.27,0.49,0.1
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-46",300,NA,1.26928e+11,NA,"gp13",3,2.6,0,346.05,0,1258.27,53.62,16.05
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-46",300,4.98105e+06,1.26928e+11,3.9243e-05,"gp14",3,2.6,0,346.05,0,1258.27,38.05,11.5
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-46",300,1.40494e+07,1.26928e+11,0.000110687,"gp15",3,2.6,0,346.05,0,1258.27,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-46",300,1.05075e+07,1.26928e+11,8.27826e-05,"gp16",3,2.6,0,346.05,0,1258.27,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-46",300,2.21414e+07,1.26928e+11,0.00017444,"gp17",3,2.6,0,346.05,0,1258.27,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-46",300,NA,1.26928e+11,NA,"gp17.5",3,2.6,0,346.05,0,1258.27,0.19,0.03
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-46",300,1.2813e+06,1.26928e+11,1.00947e-05,"gp18",3,2.6,0,346.05,0,1258.27,0.06,0.02
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-46",300,4.57625e+06,1.26928e+11,3.60538e-05,"gp18.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-46",300,NA,1.26928e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-46",300,NA,1.26928e+11,NA,"gp19",3,2.6,0,346.05,0,1258.27,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-46",300,NA,1.26928e+11,NA,"gp19.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-46",540,NA,8.718e+10,NA,"gp0.3",1,0.56,0,14.66,0,1660.33,10442.5,4499.98
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-46",540,NA,8.718e+10,NA,"gp0.4",1,0.56,0,14.66,0,1660.33,9887.33,4129.35
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-46",540,4.08907e+07,8.718e+10,0.000469037,"gp0.7",1,0.56,0,14.66,0,1660.33,8261.18,2202.54
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-46",540,9.3973e+07,8.718e+10,0.00107792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-46",540,4.61389e+07,8.718e+10,0.000529237,"gp1.2",2,0.56,0,14.66,0,1660.33,6182.7,1544
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-46",540,2.60243e+08,8.718e+10,0.00298513,"gp1.3",2,0.56,0,14.66,0,1660.33,6310.94,1537.98
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-46",540,NA,8.718e+10,NA,"gp1.5",2,0.56,0,14.66,0,1660.33,1863.89,449.9
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-46",540,1.12142e+08,8.718e+10,0.00128632,"gp1.6",2,0.56,0,14.66,0,1660.33,2579.25,628.23
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-46",540,1.10923e+08,8.718e+10,0.00127235,"gp1.7",2,0.56,0,14.66,0,1660.33,3458.82,852.97
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-46",540,1.41899e+07,8.718e+10,0.000162766,"gp1.8",2,0.56,0,14.66,0,1660.33,3396.92,832.56
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-46",540,188889,8.718e+10,2.16665e-06,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-46",540,8.12132e+08,8.718e+10,0.00931558,"gp2.5",2,0.56,0,14.66,0,1660.33,3875.83,961.65
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-46",540,3.27583e+07,8.718e+10,0.000375755,"gp2.8",2,0.56,0,14.66,0,1660.33,3774.68,937.38
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-46",540,5.72519e+07,8.718e+10,0.000656709,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-46",540,2.34852e+08,8.718e+10,0.00269387,"gp3.5",2,0.56,0,14.66,0,1660.33,33.16,21.18
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-46",540,2.42428e+07,8.718e+10,0.000278077,"gp3.8",2,0.56,0,14.66,0,1660.33,4311.14,1053.27
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-46",540,3.23537e+07,8.718e+10,0.000371114,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-46",540,NA,8.718e+10,NA,"gp4.2",2,0.56,0,14.66,0,1660.33,4458.9,1096.22
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-46",540,2.12108e+07,8.718e+10,0.000243298,"gp4.3",2,0.56,0,14.66,0,1660.33,4147.87,1019.55
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-46",540,1.59605e+08,8.718e+10,0.00183076,"gp4.5",2,0.56,0,14.66,0,1660.33,4633.99,1145.38
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-46",540,2.03703e+08,8.718e+10,0.00233658,"gp4.7",2,0.56,0,14.66,0,1660.33,4447.2,1113.83
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-46",540,9.08687e+07,8.718e+10,0.00104231,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-46",540,6.29321e+06,8.718e+10,7.21864e-05,"gp5.3",2,0.56,0,14.66,0,1660.33,4505.3,1115.63
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-46",540,1.35074e+08,8.718e+10,0.00154936,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-46",540,1.00736e+08,8.718e+10,0.00115549,"gp5.9",2,0.56,0,14.66,0,1660.33,4373.11,1080.15
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-46",540,1.40712e+08,8.718e+10,0.00161404,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-46",540,1.07933e+08,8.718e+10,0.00123805,"gp6.5",3,0.56,0,14.66,0,1660.33,4913.94,1264.55
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-46",540,2.10732e+07,8.718e+10,0.000241721,"gp6.7",3,0.56,0,14.66,0,1660.33,4832.11,1250.06
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-46",540,2.98928e+07,8.718e+10,0.000342886,"gp7",3,0.56,0,14.66,0,1660.33,4724.69,1221.02
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-46",540,1.93699e+08,8.718e+10,0.00222183,"gp7.3",3,0.56,0,14.66,0,1660.33,4661.15,1198.56
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-46",540,6.00357e+07,8.718e+10,0.000688641,"gp7.7",3,0.56,0,14.66,0,1660.33,4562.71,1179.87
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-46",540,2.5737e+08,8.718e+10,0.00295217,"gp8",3,0.56,0,14.66,0,1660.33,4023,1041.75
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-46",540,6.82977e+08,8.718e+10,0.0078341,"gp9",3,0.56,0,14.66,0,1660.33,4437.61,1160.68
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-46",540,2.98805e+09,8.718e+10,0.0342745,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-46",540,2.98805e+09,8.718e+10,0.0342745,"gp10A",3,0.56,0,14.66,0,1660.33,4654.82,1250.77
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-46",540,6.20319e+07,8.718e+10,0.000711538,"gp11",3,0.56,0,14.66,0,1660.33,905.32,245.27
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-46",540,8.68702e+07,8.718e+10,0.000996447,"gp12",3,0.56,0,14.66,0,1660.33,726.93,195.4
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-46",540,1.26105e+07,8.718e+10,0.00014465,"gp13",3,0.56,0,14.66,0,1660.33,1424.87,392.97
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-46",540,3.56307e+07,8.718e+10,0.000408703,"gp14",3,0.56,0,14.66,0,1660.33,1367.69,376.53
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-46",540,7.63017e+07,8.718e+10,0.00087522,"gp15",3,0.56,0,14.66,0,1660.33,1099.61,305.36
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-46",540,9.20008e+07,8.718e+10,0.0010553,"gp16",3,0.56,0,14.66,0,1660.33,742.61,206.9
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-46",540,1.95699e+08,8.718e+10,0.00224477,"gp17",3,0.56,0,14.66,0,1660.33,1161.14,318.87
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-46",540,7.50974e+07,8.718e+10,0.000861406,"gp17.5",3,0.56,0,14.66,0,1660.33,1305.62,356.68
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-46",540,5.70329e+07,8.718e+10,0.000654197,"gp18",3,0.56,0,14.66,0,1660.33,1282.42,350.04
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-46",540,1.27633e+07,8.718e+10,0.000146402,"gp18.5",3,0.56,0,14.66,0,1660.33,1232.12,338.01
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-46",540,NA,8.718e+10,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-46",540,2.90534e+07,8.718e+10,0.000333258,"gp19",3,0.56,0,14.66,0,1660.33,985.48,266.17
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-46",540,1.06283e+07,8.718e+10,0.000121913,"gp19.5",3,0.56,0,14.66,0,1660.33,1404.79,378.46
